中文項目名稱,健保支付點數,備註,生效起日,生效迄日,英文項目名稱,診療項目代碼,支付規定
一般門診診察費—基層院所門診診察費 6.山地離島地區 （6）開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並由本院所自行調劑(51-70),450,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20190901,29101231,,00210C,西醫基層醫療費用審查注意事項-內科；(一)門診部分審查原則：；1.門診處方用藥之審查，依照健保用藥之
一般門診診察費－基層院所門診診察費  6.山地離島地區 （1）處方交付特約藥局調劑(71-150),160,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20190901,29101231,,00211C,(三)前述適用鄉鎮牙醫師如有以下各項情形之一，不適用本原則之折付方式：；1.該分區已結算之最近四季浮
一般門診診察費－基層院所門診診察費  6.山地離島地區 （2）開具慢性病連續處方並交付特約藥局調劑(71-150),215,通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。因註內容過多無法容納，請詳醫療費用支付標準。,20200401,29101231,,00212C,(三)前述適用鄉鎮牙醫師如有以下各項情形之一，不適用本原則之折付方式：；1.該分區已結算之最近四季浮
一般門診診察費－基層院所門診診察費  6.山地離島地區 （3）未開處方或處方由本院所自行調劑(71-150),160,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20190901,29101231,,00213C,(三)前述適用鄉鎮牙醫師如有以下各項情形之一，不適用本原則之折付方式：；1.該分區已結算之最近四季浮
一般門診診察費－基層院所門診診察費  6.山地離島地區 （4）開具慢性病連續處方並由本院所自行調劑(71-150),190,通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。因註內容過多無法容納，請詳醫療費用支付標準。,20200401,29101231,,00214C,(三)前述適用鄉鎮牙醫師如有以下各項情形之一，不適用本原則之折付方式：；1.該分區已結算之最近四季浮
一般門診診察費—基層院所門診診察費 6.山地離島地區（5）開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並交付特約藥局調劑(71-150),415,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20190901,29101231,,00215C,西醫基層醫療費用審查注意事項-內科；(一)門診部分審查原則：；1.門診處方用藥之審查，依照健保用藥之
一般門診診察費—基層院所門診診察費 6.山地離島地區 （6）開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並由本院所自行調劑(71-150),390,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20190901,29101231,,00216C,(三)前述適用鄉鎮牙醫師如有以下各項情形之一，不適用本原則之折付方式：；1.該分區已結算之最近四季浮
一般門診診察費－基層院所門診診察費  6.山地離島地區 （1）處方交付特約藥局調劑(>150),90,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20190901,29101231,,00217C,(三)前述適用鄉鎮牙醫師如有以下各項情形之一，不適用本原則之折付方式：；1.該分區已結算之最近四季浮
一般門診診察費－基層院所門診診察費  6.山地離島地區 （2）開具慢性病連續處方並交付特約藥局調劑(>150),145,通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。因註內容過多無法容納，請詳醫療費用支付標準。,20200401,29101231,,00218C,2.地區醫院(含)層級以下，且過去三個月內，平均每月每位護理人員訪視次數在三十人次(含)以下之院所，
一般門診診察費－基層院所門診診察費  6.山地離島地區 （3）未開處方或處方由本院所自行調劑(>150),90,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20190901,29101231,,00219C,(三)前述適用鄉鎮牙醫師如有以下各項情形之一，不適用本原則之折付方式：；1.該分區已結算之最近四季浮
一般門診診察費－基層院所門診診察費  6.山地離島地區 （4）開具慢性病連續處方並由本院所自行調劑(>150),120,通則12：3歲(含)以下兒童之門診診察費得依表定點數加計百分之二十。因註內容過多無法容納，請詳醫療費用支付標準。,20200401,29101231,,00220C,(三)前述適用鄉鎮牙醫師如有以下各項情形之一，不適用本原則之折付方式：；1.該分區已結算之最近四季浮
一般門診診察費—基層院所門診診察費 6.山地離島地區（5）開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並交付特約藥局調劑(>150),345,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20190901,29101231,,00221C,2.地區醫院(含)層級以下，且過去三個月內，平均每月每位護理人員訪視次數在三十人次(含)以下之院所，
一般門診診察費—基層院所門診診察費 6.山地離島地區 （6）開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方並由本院所自行調劑(>150),320,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20190901,29101231,,00222C,西醫基層醫療費用審查注意事項-內科；(一)門診部分審查原則：；1.門診處方用藥之審查，依照健保用藥之
一般門診診察費－基層院所門診診察費１．每位醫師每日門診量在四十人次以下部分(1-2）處方交付特約藥局調劑(31-40人次）,250,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。※加成方式詳見通則十二,20190901,29101231,,00223C,2.地區醫院(含)層級以下，且過去三個月內，平均每月每位護理人員訪視次數在三十人次(含)以下之院所，
一般門診診察費－基層院所門診診察費１．每位醫師每日門診量在四十人次以下部分（3-2）未開處方或處方由本院所自行調劑(31-40人次),250,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20190901,29101231,,00224C,2.地區醫院(含)層級以下，且過去三個月內，平均每月每位護理人員訪視次數在三十人次(含)以下之院所，
一般門診診察費－基層院所門診診察費  6.山地離島地區 (1)每位醫師每日門診量在五十人次以下部分(≦50) 1-1)處方交付特約藥局調劑(1-30人),364,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20240401,29101231,,00230C,第三部 牙醫；一、醫事服務機構實施牙科診療項目，除本部所表列外，得適用本標準其他章節之項目。；二、牙
一般門診診察費－基層院所門診診察費  6.山地離島地區 (1)每位醫師每日門診量在五十人次以下部分(≦50) 1-2)處方交付特約藥局調劑(31-50人),353,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20240401,29101231,,00231C,第三部 牙醫；一、醫事服務機構實施牙科診療項目，除本部所表列外，得適用本標準其他章節之項目。；二、牙
一般門診診察費－基層院所門診診察費  6.山地離島地區 (1)每位醫師每日門診量在五十人次以下部分(≦50) 2-1)開具慢性病連續處方並交付特約藥局調劑(1-30人),387,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20240401,29101231,,00232C,第三部 牙醫；一、醫事服務機構實施牙科診療項目，除本部所表列外，得適用本標準其他章節之項目。；二、牙
一般門診診察費－基層院所門診診察費  6.山地離島地區 (1)每位醫師每日門診量在五十人次以下部分(≦50) 2-2)開具慢性病連續處方並交付特約藥局調劑(31-50人),376,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20240401,29101231,,00233C,第三部 牙醫；一、醫事服務機構實施牙科診療項目，除本部所表列外，得適用本標準其他章節之項目。；二、牙
一般門診診察費－基層院所門診診察費  6.山地離島地區 (1)每位醫師每日門診量在五十人次以下部分(≦50) 3-1)未開處方或處方由本院所自行調劑(1-30人),364,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20240401,29101231,,00234C,第三部 牙醫；一、醫事服務機構實施牙科診療項目，除本部所表列外，得適用本標準其他章節之項目。；二、牙
一般門診診察費－基層院所門診診察費  6.山地離島地區 (1)每位醫師每日門診量在五十人次以下部分(≦50) 3-2)未開處方或處方由本院所自行調劑(31-50人),353,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20240401,29101231,,00235C,第三部 牙醫；一、醫事服務機構實施牙科診療項目，除本部所表列外，得適用本標準其他章節之項目。；二、牙
一般門診診察費－基層院所門診診察費  6.山地離島地區 (1)每位醫師每日門診量在五十人次以下部分(≦50) 4-1)開具慢性病連續處方並由本院所自行調劑(1-30人),362,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20240401,29101231,,00236C,第三部 牙醫；一、醫事服務機構實施牙科診療項目，除本部所表列外，得適用本標準其他章節之項目。；二、牙
一般門診診察費－基層院所門診診察費  6.山地離島地區 (1)每位醫師每日門診量在五十人次以下部分(≦50) 4-2)開具慢性病連續處方並由本院所自行調劑(31-50人),351,註：1.以上第1至5點每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，以二十五日計算合理量。2.第6點山地離島地區每月看診日數計算方式：每月實際看診日數不足二十五日(不含二十五日)，應以實際看診日數計；每月實際看診日數二十五日以上者(含二十五日)，得以當月全月日數計。3.以上第1至6點限向衛生局登記為診所(不含中醫診所及牙醫診所)之特約醫事服務機構申報。4.處方交付特約藥局調劑或未開處方者，不得申報藥事服務費。5.處方由本院所自行調劑者，得另申報門診藥事服務費。6.偏遠地區因所在地無特約藥局，交付慢性病連續處方箋至其他特約醫院或衛生所調劑，得比照處方箋交付特約藥局調劑申報。7.本項支付點數含護理費29-39點。8.山地離島地區經總額受託單位與保險人共同協議認定之特殊地區院所得除外，以山地離島地區三十人次以下部分之支付點數申報。9.基層診所醫師診治病人後，應交付處方箋給病人，由病人自行選擇調劑之場所。,20240401,29101231,,00237C,第三部 牙醫；一、醫事服務機構實施牙科診療項目，除本部所表列外，得適用本標準其他章節之項目。；二、牙
急診(不分檢傷)－護理費,103,1.急診定義及適用範圍如附表2.1.1。2.夜間(晚上十時至隔日早上六時)加計百分之五十、例假日(週六之零時起至週日二十四時止、國定假日零時至二十四時)加計百分之二十，同時符合夜間及例假日者，則僅加計百分之五十；屬西醫基層總額部門院所，例假日加成維持原週六之中午十二時起至週日二十四時止、國定假日零時至二十四時加計百分之二十規定。3.山地離島及符合衛生福利部公告之緊急醫療資源不足地區急救責任醫院加計百分之三十，若同時符合夜間、例假日者，依表定點數加計百分之八十。4.地區醫院得依表定點數加計百分之十九。 5.本項年齡未滿六個月者，依表定點數加計百分之一百，其餘年齡為兒童加成項目，依本節通則十規定辦理。6.地區醫院之兒科專科醫師申報得加計百分之五十，其餘專科醫師申報未滿七歲兒童者，得加計百分之五十。7.屬西醫基層總額部門院所，急診（不分檢傷）診察費以原支付點數五百七十四點申報、急診（不分檢傷）護理費以原支付點數九十三點申報。,20250501,29101231,,00247C,9.連續化學療法廿四小時為一次連續性醫療行為，橫跨二日仍應以一日計算，即僅能申報37005B一次。；
精神科急診－護理費,74,1.精神科急診定義及範圍如附表2.1.1。2.夜間(晚上十時至隔日早上六時)加成百分之五十、例假日(週六零時起至週日二十四時止、國定假日零時至二十四時)加成百分之二十，同時符合夜間及例假日者，則僅加成百分之五十。3.山地離島及符合衛生福利部公告之緊急醫療資源不足地區急救責任醫院加成百分之三十，若同時符合夜間、例假日者，依表定點數加成百分之八十。4.兒童加成項目。5.屬西醫基層總額部門院所：(1)精神科急診診察費以原支付點數八百三十四點申報、精神科急診護理費以原支付點數六十七點申報。(2)例假日加成維持原週六之中午十二時起至週日二十四時止、國定假日零時至二十四時加成百分之二十規定。,20250501,29101231,,00253C,西醫基層醫療費用審查注意事項-精神科；(一)精神科專業審查案件，醫療院所應檢送其醫事人員之基本資料及
中度特定身心障礙(非精神疾病)者診察費,420,註：限全民健康保險牙醫門診總額特殊醫療服務計畫適用對象之牙醫醫療服務申報。,20240401,29101231,,00301C,辛、退化性中樞神經疾病，如庫賈氏症、海棉樣腦症及漢疔頓舞蹈症等。；壬、其他神經內科專科醫師認為有必要
中度以上精神疾病病人診察費,320,1.限「全民健康保險牙醫門診總額特殊醫療服務計畫」適用對象之牙醫醫療服務申報。2.限精神病及精神分裂之病人。,20240401,29101231,,00302C,第三部 牙醫；一、醫事服務機構實施牙科診療項目，除本部所表列外，得適用本標準其他章節之項目。；二、牙
輕度特定身心障礙者(非精神疾病)及失能老人診察費,320,註：限全民健康保險牙醫門診總額特殊醫療服務計畫適用對象之牙醫醫療服務申報。,20240401,29101231,,00303C,2.地區醫院(含)層級以下，且過去三個月內，平均每月每位護理人員訪視次數在三十人次(含)以下之院所，
